,id,Category,Name,Amount,Unit,List_Price,Price_per_unit_of_measure,Currency
323,7355186,mercearia,Muesli Crunchy Frutos Secos Pack Poupança,1.0,KG,4.69,4.69,€
324,4322691,mercearia,Pipocas Salgadas Micro-ondas,3.0,KG,1.19,3.97,€
325,7167760,mercearia,Cápsulas de Café Ristretto Int 11,40.0,UN,13.99,0.35,€
326,2859740,mercearia,Feijão Frade Cozido,0.83,KG,1.19,2.29,€
327,6905555,mercearia,Atum Posta em Azeite,0.385,KG,3.76,15.04,€
328,7393886,mercearia,Cereais Estrelitas Mel,0.75,KG,6.79,9.05,€
329,2859808,mercearia,Feijão Encarnado Cozido,0.42,KG,0.84,3.23,€
330,5762459,mercearia,Bolachas Torradas,0.2,KG,1.19,5.95,€
331,6186824,mercearia,Snack Equilíbrio de Cereais Sal Marinho,0.095,KG,2.15,22.63,€
332,4558632,mercearia,Bolachas Argolinhas com Cobertura Chocolate de Leite,0.15,KG,0.79,5.27,€
333,2628849,mercearia,Bolachas Maria,0.3,KG,2.75,9.17,€
334,2200050,mercearia,Mini Gressinos,0.3,KG,1.89,6.30,€
335,4972898,mercearia,Tostas Extra Finas,5.0,KG,1.19,11.90,€
336,7519235,mercearia,Batata Frita Ondulada Sabor a Presunto,0.15,KG,1.99,13.27,€
337,5833836,mercearia,Salsichas de Aves Cocktail Lata,0.35,KG,1.64,9.11,€
338,7424551,mercearia,Atum em Óleo,0.141,KG,0.69,9.58,€
339,2098943,mercearia,Massa Conchas,0.5,KG,1.5,3.00,€
340,6941846,mercearia,Salsichas 100% Peru Frasco 5 un,0.3,KG,2.19,13.69,€
341,5384860,mercearia,Tomate Seco em Óleo,0.335,KG,3.99,14.25,€
342,7144942,mercearia,"Puré de Fruta Banana, Maçã, Laranja e Bolacha +8M",4.0,KG,2.29,5.73,€
343,5590137,mercearia,Filete de Atum em Azeite com Manjericão e Tomate,0.12,KG,2.89,37.05,€
344,5872357,mercearia,"Saqueta de Fruta Banana, Laranja e Bolacha +6M",0.09,KG,0.74,8.22,€
345,7324550,mercearia,Batata Frita Lisa Pack Poupança,0.24,KG,1.39,5.79,€
346,5691383,mercearia,Doce Extra Figo,0.375,KG,2.29,6.11,€
347,4417087,mercearia,Tosta Rica Mini Go,0.24,KG,1.89,7.88,€
348,5776261,mercearia,"Saqueta de Fruta Maçã, Cenoura e Manga +6M",0.09,KG,0.74,8.22,€
349,6046630,mercearia,Alho Moído em Frasco,0.055,KG,0.69,12.55,€
351,4023987,mercearia,Molho Pesto Alla Genovese,0.19,KG,3.74,19.68,€
352,7029235,mercearia,Miolo de Avelã Torrada,0.2,KG,2.99,14.95,€
353,7169565,mercearia,Cápsulas de Café Jamaica Int 8,10.0,UN,4.59,0.46,€
354,4731366,mercearia,Ketchup Top Down sem Glúten,0.25,KG,1.87,7.48,€
355,6910017,mercearia,Maionese Top Down,0.4,LT,3.79,9.48,€
356,7301722,mercearia,Atum em Óleo Vegetal,0.11,KG,0.74,10.42,€
357,7267758,mercearia,Conjunto de Saquetas de Fruta Maçã e Pera +3A,4.0,KG,2.99,8.31,€
358,5508817,mercearia,Salsichas Hot Dog Frasco 6 un sem Glúten,0.54,KG,3.49,11.63,€
359,7029262,mercearia,Miolo de Amendoim com Piripiri,0.2,KG,1.39,6.95,€
360,2727796,mercearia,Tiras de Milho Fritas,0.13,KG,1.99,15.31,€
361,5561364,mercearia,Gelatina Pronta Morango,0.4,KG,0.95,2.38,€
362,2144139,mercearia,Massa Macarrão Grande,0.5,KG,0.83,1.66,€
363,2604844,mercearia,Massa Instantânea Chinesa de Cogumelos,0.085,KG,0.83,9.76,€
364,2822444,mercearia,Massa Esparguete Fino,0.5,KG,0.87,1.74,€
365,7515069,mercearia,Filete de Atum ao Natural,0.12,KG,1.59,18.71,€
366,7615797,mercearia,Saqueta Láctea Banana e Morango +12M,0.11,KG,1.08,9.82,€
367,4949517,mercearia,Arroz Thai Jasmim,1.0,KG,1.68,1.68,€
368,5026339,mercearia,Pastilhas Elásticas 60 Minutos Peppermint,3.0,KG,2.79,46.50,€
369,7095384,mercearia,Grão de Bico Cozido sem Glúten,0.54,KG,2.99,5.54,€
370,2807523,mercearia,Doce Extra Alperce,0.37,KG,3.99,10.78,€
371,7535233,mercearia,Atum Posta ao Natural,0.385,KG,2.82,14.10,€
372,5776263,mercearia,"Saqueta de Fruta Maçã, Banana e Aveia +6M",0.09,KG,0.74,8.22,€
373,7723946,mercearia,Gelatina Pronta Ananás sem Açúcar,0.36,KG,1.53,4.25,€
374,6091722,mercearia,Bolachas Marinheiras com Linhaça,0.2,KG,2.14,10.70,€
375,5722586,mercearia,Café Moído Torrado Moagem Universal Lote Tradição Int 11,0.25,KG,2.59,10.36,€
376,6395162,mercearia,Conjunto de Saquetas de Fruta Maçã e Banana +3A,4.0,KG,2.99,8.31,€
377,5877167,mercearia,Pastilhas Elásticas Max Splash Strawberry Lime,0.022,KG,1.09,49.55,€
378,5507160,mercearia,Sal Marinho Grosso,1.0,KG,0.45,0.45,€
379,6967782,mercearia,Pera Rocha Desidratada,0.02,KG,0.89,44.50,€
380,4660709,mercearia,Biscoitos de Cacau,0.75,KG,2.99,3.99,€
381,7029183,mercearia,Pistácio Torrado com Casca e Sal,0.2,KG,2.99,14.95,€
382,5722924,mercearia,Bolachas Shortcake de Chocolate,0.18,KG,1.69,9.39,€
383,6395160,mercearia,Conjunto de Saquetas de Fruta Maçã e Pêssego +3A,4.0,KG,2.99,8.31,€
384,7360174,mercearia,Bolachas Pequeno Almoço Chocolate,0.3,KG,1.99,6.63,€
385,7279834,mercearia,Atum Posta em Azeite,0.11,KG,1.02,14.17,€
386,5662519,mercearia,Tomate em Pedaços com Manjericão e Orégãos,0.39,KG,1.79,4.59,€
387,6818174,mercearia,Atum Posta ao Natural,0.12,KG,0.93,11.07,€
388,6533341,mercearia,Bolachas Marinheiras com Chia,0.2,KG,2.49,12.45,€
389,7411754,mercearia,"Saqueta Maçã, Morango, Banana e Mirtilo +4M",0.1,KG,1.08,10.80,€
390,2486419,mercearia,Massa Cotovelinhos,0.5,KG,1.12,2.24,€
391,5156834,mercearia,Tomate Concentrado,0.14,KG,0.99,7.07,€
392,7480603,mercearia,Salsichas Tipo Frankfurt Lata 8 un sem Glúten,0.35,KG,0.89,4.45,€
393,6684691,mercearia,Ananás Rodelas,0.822,KG,2.19,2.66,€
394,7228326,mercearia,Puré de Fruta Manga +3A,0.09,KG,0.99,11.00,€
395,2114797,mercearia,Polpa de Tomate,3.0,KG,2.55,4.05,€
396,2601427,mercearia,Bolachas Recheadas Choco Flakes,0.5,KG,2.99,5.98,€
397,2811688,mercearia,Bolachas Ositos com Chocolate,0.16,KG,2.19,13.69,€
398,2910011,mercearia,Massa Laços Farfalle Tricolor,0.5,KG,1.21,2.42,€
399,2410981,mercearia,Bolachas de Água e Sal,0.125,KG,2.82,7.52,€
400,2769747,mercearia,Arroz Agulha,1.0,KG,1.68,1.68,€
401,2965785,mercearia,Feijão Encarnado Cozido,0.41,KG,1.29,4.96,€
402,4107660,mercearia,Cápsulas de Café Aqtivus Int 8,10.0,UN,4.19,0.42,€
403,6145161,mercearia,Açúcar Branco 125 Saquetas,0.75,KG,1.99,2.65,€
404,5873840,mercearia,Pipocas Doces Micro-ondas,3.0,KG,2.99,11.07,€
405,5059696,mercearia,Massa Farfalle,0.5,KG,1.02,2.04,€
406,7453438,mercearia,"Saqueta de Fruta Pera, Banana e Alperce Frutapura +6M",0.085,KG,1.09,12.82,€
407,5775454,mercearia,Saqueta de Fruta Maçã e Banana +4M,0.1,KG,0.79,7.90,€
408,5884021,mercearia,Massa Fusilli sem Glúten,0.4,KG,2.91,7.28,€
409,7029889,mercearia,Sultana Clara,0.2,KG,1.59,7.95,€
410,2965810,mercearia,Feijão Manteiga Cozido,0.41,KG,1.29,4.96,€
411,7226468,mercearia,Mix Caju Cru e Arandos,0.05,KG,0.99,19.80,€
412,2966019,mercearia,Grão de Bico Cozido sem Glúten,0.56,KG,1.99,4.98,€
413,5809344,mercearia,Atum em Filete Natural,0.12,KG,2.53,30.12,€
414,2859830,mercearia,Feijão Frade Cozido,0.42,KG,0.84,3.23,€
415,6610285,mercearia,Atum Posta ao Natural,0.2,KG,2.94,21.00,€
416,7178142,mercearia,Ervilhas com Cenoura sem Glúten,0.41,KG,1.49,6.37,€
417,2086457,mercearia,Doce Laranja Amarga,0.375,KG,1.59,4.24,€
418,2003312,mercearia,Massa Esparguete,0.5,KG,1.21,2.42,€
419,7334044,mercearia,Saqueta de Fruta Banana e Morango +12M,0.11,KG,0.84,7.64,€
420,4552634,mercearia,Massa Linguine,0.5,KG,1.68,3.36,€
421,7144941,mercearia,Puré de Fruta Multifrutas +6M,4.0,KG,2.29,5.73,€
422,6997966,mercearia,Ameixa Seca Descaroçada,0.2,KG,1.59,€7.95, 
423,7144890,mercearia,Puré de Fruta de Maçã +4M,4.0,KG,2.29,5.73,€
425,2811330,mercearia,Bolachas Crackers com Sal,0.5,KG,3.54,7.08,€
426,2433617,mercearia,Feijão Manteiga Cozido,0.54,KG,0.89,2.23,€
427,6837208,mercearia,Açúcar Branco 200 Sticks,0.8,KG,2.29,2.86,€
428,5734808,mercearia,Muesli Crunchy Chocolate,0.5,KG,2.49,4.98,€
429,5447264,mercearia,Bolachas Alfa,0.18,KG,1.45,8.06,€
430,2388667,mercearia,Farinha de Trigo T55,1.0,KG,0.85,0.85,€
431,2539729,mercearia,Cereais Corn Flakes Milho Pack Poupança,1.0,KG,3.29,3.29,€
432,5879141,mercearia,Massa Fusilli Integral,0.5,KG,1.31,2.62,€
433,7274517,mercearia,Salsichas Bockwurst Frasco 9 un,0.954,KG,2.84,7.89,€
434,2005831,mercearia,Batata Frita Lisa,0.2,KG,1.25,6.25,€
435,5110862,mercearia,Bolachas Cream Crackers Original,0.2,KG,1.49,7.45,€
436,2699873,mercearia,Arroz Basmati Brajma,1.0,KG,2.82,2.82,€
437,7094871,mercearia,Pastilhas Elásticas Oral-B Peppermint,3.0,KG,3.39,66.47,€
438,7106079,mercearia,Snack Mix Queijo,0.14,KG,1.29,9.21,€
439,7673536,mercearia,Cápsulas de Café Descafeinado Int 7,10.0,UN,1.99,0.20,€
440,2027104,mercearia,Salsichas Frankfurt Lata 6 un sem Glúten,0.25,KG,0.79,6.58,€
441,7201350,mercearia,Snacks Tiras de Milho,0.13,KG,0.85,6.54,€
442,5600375,mercearia,Salsichas de Frango Cuida-t+ Lata 8 un,0.35,KG,2.19,13.69,€
443,2601432,mercearia,Bolachas com Pepitas Chocolate Diet Nature,0.125,KG,2.59,20.72,€
444,7147969,mercearia,Puré de Fruta Maçã e Pera +4M,4.0,KG,2.29,5.73,€
445,6297386,mercearia,Pastilhas Elásticas Senses Spearmint,3.0,KG,1.39,20.14,€
446,7279820,mercearia,Atum Posta em Óleo,0.11,KG,0.93,12.92,€
447,7448138,mercearia,Saqueta de Fruta Maçã Patrulha Pata +12M,0.1,KG,1.09,10.90,€
448,5775727,mercearia,Biscoitos Areias,0.3,KG,1.95,6.50,€
449,7430617,mercearia,Atum Posta ao Natural,0.12,KG,1.87,22.26,€
450,6910226,mercearia,Cereais Especial Silhueta Original,0.5,KG,1.99,3.98,€
451,4229131,mercearia,Bolachas Belgas,0.5,KG,3.69,7.38,€
452,7263940,mercearia,Salsichas Frankfurt Lata 12 un,0.41,KG,1.47,6.12,€
453,7371367,mercearia,Bolachas Cobertas Chocolate Negro,0.15,KG,1.29,8.60,€
454,2060529,mercearia,Bolachas Maria,0.8,KG,2.89,4.82,€
455,3659287,mercearia,"Chá Verde, Mel e Limão Saquetas",10.0,UN,0.89,0.09,€
456,6618833,mercearia,Pimenta Preta Moída,0.043,KG,2.61,60.70,€
457,6996720,mercearia,Miolo de Amendoim com Mel e Sal,0.2,KG,1.39,6.95,€
458,6917407,mercearia,Massa Laços Integrais com Aveia,0.5,KG,1.78,3.56,€
459,4349450,mercearia,Salsichas Oktoberfester Bockwurst Frasco 6 un sem Glúten,0.38,KG,3.99,19.95,€
460,6091726,mercearia,Bolachas Marinheiras com Espelta,0.2,KG,2.14,10.70,€
461,6186825,mercearia,Snack Equilíbrio de Cereais Queijo e Cebola,0.095,KG,2.15,22.63,€
462,7453435,mercearia,Saqueta de Fruta Maçã e Pera Frutapura +6M,0.085,KG,1.09,12.82,€
463,5028454,mercearia,Bolachas Crackers Azeite e Rosmaninho,0.2,KG,2.34,11.70,€
464,3799722,mercearia,Patê de Atum em Azeite,0.075,KG,2.54,33.87,€
465,4951644,mercearia,Bolachas Mini Dinossauros Chocolate,0.12,KG,0.99,8.25,€
466,7379481,mercearia,Batata Frita Lisa Mediterrâneas,0.15,KG,1.29,8.60,€
467,2005153,mercearia,Bolachas Cracker Sabor Original,0.1,KG,1.34,13.40,€
468,4776648,mercearia,Bolachas de Canela,0.47,KG,1.69,3.60,€
469,2859772,mercearia,Feijão Manteiga Cozido,0.42,KG,0.84,3.23,€
470,7022896,mercearia,Salsichas Hot Dog Frasco 4 un,0.43,KG,2.99,14.24,€
471,4617647,mercearia,Massa de Pimentão sem Glúten,0.4,KG,1.59,3.98,€
472,6651891,mercearia,Flocos de Cereais com Mel +3A,2.0,KG,3.69,4.92,€
473,2003370,mercearia,Bolachas Cream Cracker,0.2,KG,0.79,3.95,€
474,2003320,mercearia,Massa Macarronete Penne Riscado,0.5,KG,1.12,2.24,€
475,7404781,mercearia,Bolachas Crackers Folhas Clássico,0.18,KG,1.99,11.06,€
476,6192798,mercearia,Massa Fusilli Integral,0.5,KG,2.06,4.12,€
477,7056501,mercearia,Ananás Semi-Desidratado,0.05,KG,1.19,23.80,€
478,6910225,mercearia,Cereais Especial Silhueta Original,0.75,KG,3.29,4.39,€
479,7279845,mercearia,Sardinha em Tomate com Picante,0.12,KG,0.79,9.29,€
480,6998190,mercearia,Mix com Frutos do Bosque,0.2,KG,2.99,14.95,€
481,2665123,mercearia,Massa Laços Farfalle,0.5,KG,1.68,3.36,€
482,2604857,mercearia,Massa Instantânea Chinesa de Legumes,0.085,KG,0.83,9.76,€
483,7620731,mercearia,Cápsulas de Café 100% Arábica Int 10,10.0,UN,3.14,0.31,€
484,3711419,mercearia,Bolachas Crackers com Sal,0.56,KG,3.19,5.70,€
485,2004886,mercearia,Bolachas Cream Cracker,0.125,KG,1.89,15.12,€
486,7314144,mercearia,Atum em Óleo,0.11,KG,0.83,11.53,€
487,7723312,mercearia,Cápsulas de Café Ristretto Int 10 Pack Poupança,40.0,UN,7.29,0.18,€
488,5880609,mercearia,Nestum Chocolate +3A,0.25,KG,2.89,11.56,€
489,4792972,mercearia,Lanchinhos com Pepitas de Chocolate,0.24,KG,1.59,6.63,€
490,7654293,mercearia,Batata Frita Lisa com Sal,0.265,KG,2.09,7.89,€
491,7552773,mercearia,Batata Frita Rústica Pack Poupança,0.4,KG,2.39,5.98,€
492,5097178,mercearia,Batata Frita Palha Fina Receita Caseira,0.2,KG,1.19,5.95,€
493,2920588,mercearia,Salsichas Hot Dog Frasco 4 un,0.43,KG,2.46,10.47,€
494,7156496,mercearia,Massa Esparguete,2.0,KG,4.32,2.16,€
495,2005243,mercearia,Tablete de Chocolate Culinária,0.2,KG,1.79,8.95,€
496,7122639,mercearia,Feijão Branco Cozido,0.38,KG,1.19,4.76,€
497,7094869,mercearia,Pastilhas Elásticas Oral-B Spearmint,3.0,KG,3.39,66.47,€
498,7525412,mercearia,"Saqueta de Fruta Maçã, Banana e Morango Patrulha Pata +12M",0.1,KG,1.09,10.90,€
499,7454776,mercearia,Cápsulas de Café Colombia Int 8,20.0,UN,8.89,0.44,€
500,4905373,mercearia,Arroz Basmati,1.0,KG,2.72,2.72,€
501,4708277,mercearia,Doce Abóbora com Amêndoa,0.25,KG,3.49,13.96,€
502,7375866,mercearia,Mini Bolachas com Pepitas de Chocolate,0.16,KG,1.79,11.19,€
503,6297370,mercearia,Pastilhas Elásticas Senses Melancia,3.0,KG,1.39,20.14,€
504,7448131,mercearia,Saqueta de Fruta Frutos Variados Patrulha Pata +12M,0.1,KG,1.09,10.90,€
505,5598051,mercearia,Azeite Virgem,0.75,LT,4.23,5.64,€
506,7417741,mercearia,Saqueta de Fruta e Bolacha +12M,0.11,KG,0.84,7.64,€
507,3719734,mercearia,Tortitas de Milho,0.13,KG,2.05,15.77,€
508,2062185,mercearia,Bolachas Wafers com Recheio de Chocolate,0.25,KG,1.19,4.76,€
509,6937650,mercearia,Polpa de Tomate com Manjericão e Oregãos,0.5,KG,2.39,4.78,€
510,7453434,mercearia,Saqueta de Fruta Maçã e Banana Frutapura +6M,0.085,UN,1.09,12.82,€
511,2003531,mercearia,Polpa de Tomate com Cebola e Alho,0.5,KG,1.39,2.78,€
512,4107665,mercearia,Cápsulas de Café DeQafeinatus Int 7,10.0,UN,3.49,0.35,€
513,7654284,mercearia,Batata Frita com Sal,0.265,KG,2.99,11.28,€
514,7723943,mercearia,Gelatina Pronta Morango sem Açúcar,0.36,KG,1.53,4.25,€
515,6218452,mercearia,Snacks Tortilha Nachos com Sal,0.2,KG,2.49,12.45,€
516,6581986,mercearia,Arroz Vaporizado Carolino,1.0,KG,1.62,1.62,€
517,7167754,mercearia,Atum em Tomate,0.12,KG,2.09,26.79,€
518,6961750,mercearia,Açúcar Mascavado 50 Sticks,0.25,KG,1.95,7.80,€
519,5027383,mercearia,Bolachas de Aveia,0.387,KG,1.25,3.23,€
520,6831241,mercearia,Massa Esparguete Integral,0.5,KG,0.93,1.86,€
521,2145968,mercearia,Batata Frita Ondulada Sabor Presunto,0.175,KG,1.29,7.37,€
522,6517771,mercearia,Tagliatelle Fresca com Ovo,0.25,KG,0.89,3.56,€
523,7632040,mercearia,Patê Morcela da Beira e Maçã Reineta,0.11,KG,1.99,18.09,€
524,7724062,mercearia,Gelatina Pronta Tutti Frutti,0.36,KG,1.99,5.53,€
525,4721843,mercearia,Tomate Frito,0.35,KG,2.09,5.97,€
526,2003604,mercearia,Ervilhas Cozidas sem Glúten,0.41,KG,0.99,4.23,€
527,6659182,mercearia,Molho Pesto sem Glúten,0.19,KG,1.79,9.42,€
528,2003562,mercearia,Feijão Manteiga Cozido,0.845,KG,1.99,4.23,€
529,2167587,mercearia,Doce Tomate,0.345,KG,2.99,8.67,€
530,6995180,mercearia,Bolachas Animais de Cereais,0.26,KG,1.69,6.50,€
531,6097423,mercearia,Arroz Risotto,1.0,KG,3.76,3.76,€
532,7576983,mercearia,Alho Picado Saqueta,0.04,KG,1.26,31.50,€
533,4922420,mercearia,Bolachas Digestivas com Chocolate,0.195,KG,1.99,10.21,€
534,2062201,mercearia,Bolachas Wafers com Recheio de Baunilha,0.25,KG,1.19,4.76,€
535,5568752,mercearia,Massa Penne Rigate Integral,0.5,KG,2.14,4.28,€
536,6831230,mercearia,Massa Penne Rigate,0.5,KG,0.99,1.98,€
537,2086418,mercearia,Doce Extra Morango,0.375,KG,1.59,4.24,€
538,2168400,mercearia,Salsichas Alemãs Bockwurst Frasco 6 un sem Glúten,0.38,KG,3.59,19.94,€
539,7698082,mercearia,Cápsulas de Café Intenso Int 10,18.0,UN,7.39,0.41,€
540,2859785,mercearia,Feijão Branco Cozido,0.42,KG,0.84,3.23,€
541,4644452,mercearia,Mini Picos com Azeite,0.3,KG,2.11,7.03,€
542,5398734,mercearia,Ketchup Top Down sem Glúten,0.55,KG,4.99,9.07,€
543,5879134,mercearia,Massa Penne Integral,0.5,KG,1.31,2.62,€
544,3630058,mercearia,Café em Grão Torrado Lote Chávena Int 12,0.25,KG,3.59,14.36,€
545,2060431,mercearia,Patê de Sardinha,0.088,KG,2.09,23.75,€
546,6786392,mercearia,Tablete de Chocolate Negro Sal Marinho,0.09,KG,2.99,33.22,€
547,7433212,mercearia,Bolachas Digestivas Thins de Frutos Silvestres,0.174,KG,2.49,14.31,€
548,2893607,mercearia,Azeite Virgem Extra Suave,0.75,LT,6.55,8.73,€
549,7161719,mercearia,"Saqueta de Fruta Iogurte, Banana e Morango Minions +12M",0.1,KG,0.92,9.20,€
550,7723941,mercearia,Gelatina Pronta Frutos Tropicais sem Açúcar,0.36,KG,1.53,4.25,€
551,7335753,mercearia,Bolachinhas Animais +12M,0.1,KG,2.31,23.10,€
552,7334143,mercearia,Mostarda Top Down,0.257,KG,2.59,10.08,€
553,6057213,mercearia,Orégãos Folha em Saqueta,0.01,KG,0.49,49.00,€
554,6811343,mercearia,Massa Fusilli Bronzo,0.5,KG,1.21,2.42,€
555,3646776,mercearia,Chá Preto Saquetas,20.0,UN,1.24,€0.06, 
556,3884674,mercearia,Bolachas Mini Recheadas com Creme,0.16,KG,1.69,10.56,€
557,7413240,mercearia,Pack Puré de Fruta Maçã e Pera +6M,8.0,KG,5.09,6.70,€
558,2132835,mercearia,Bolachas Cookies Pepitas de Chocolate,0.3,KG,3.79,12.63,€
559,2811690,mercearia,Bolachas Ositos com Mel,0.16,KG,2.19,13.69,€
560,7506275,mercearia,Massa Esparguete,0.55,KG,0.83,1.66,€
561,5253111,mercearia,Bolachas Mini Cookies,0.12,KG,2.19,18.25,€
562,5306572,mercearia,Bolachas Maria,0.2,KG,1.29,6.45,€
563,foodfantalaranjapringlesoriginal,mercearia,Fanta e Pringles,1.0,UN,4.64,4.64,€
564,6644035,mercearia,Massa Laços Tricolores,0.5,KG,0.93,1.86,€
565,7577561,mercearia,"Saqueta de Fruta Manga, Iogurte e Aveia +6M",0.1,KG,1.19,11.90,€
566,7453433,mercearia,Saqueta de Fruta Frutos Variados Frutapura +6M,0.085,KG,1.09,12.82,€
567,7673508,mercearia,Cápsulas de Café Rossio Int 12,10.0,UN,1.99,0.20,€
568,5610493,mercearia,Cápsulas de Café Espresso Descafeinado Int 5,16.0,UN,6.49,0.41,€
569,6980115,mercearia,Tablete de Chocolate Negro com Amêndoa,0.2,KG,1.79,8.95,€
570,7165377,mercearia,Mini Brownies de Chocolate Little Bites,0.2,KG,2.19,13.04,€
571,2203136,mercearia,Arroz Vaporizado Estufado,1.0,KG,1.39,1.39,€
572,7241221,mercearia,Cápsulas de Café Fortezza Int 12 Pack Poupança,48.0,UN,9.99,0.21,€
573,5435352,mercearia,Tremoço Extra,0.8,KG,2.99,3.74,€
574,6046671,mercearia,Louro Folha em Saqueta,0.01,KG,0.69,69.00,€
575,4773606,mercearia,Bolachas Crackers Integrais,0.5,KG,1.89,3.78,€
576,7376972,mercearia,Snacks Milho Tex-Mex,0.26,KG,2.34,9.00,€
577,4863872,mercearia,Batata Frita Rodelas,0.2,KG,1.34,6.70,€
578,5141248,mercearia,Maionese,0.416,KG,3.14,7.55,€
579,7251787,mercearia,Napolitanas de Cacau,0.27,KG,1.39,5.15,€
580,7673478,mercearia,Cápsulas de Café Bocage Int 11,10.0,UN,1.99,0.20,€
581,2116726,mercearia,Doce Extra 4 Frutos Vermelhos,0.375,KG,1.79,4.77,€
582,4867276,mercearia,Adoçante com Doseador 300 Pastilhas,0.0165,UN,1.49,1.49,€
583,2533124,mercearia,Atum Posta em Óleo,0.2,KG,2.59,19.92,€
584,5543692,mercearia,Bolo Planetus com - 50% Açúcares,0.21,KG,2.19,10.43,€
585,7144940,mercearia,Puré de Fruta Maçã e Banana +4M,4.0,KG,2.29,5.73,€
586,6818154,mercearia,Atum Posta em Óleo de Girassol,0.12,KG,0.93,11.92,€
587,7334036,mercearia,Refeição para Bebé Jardineira com Vitela +6M,0.19,KG,1.99,10.47,€
588,5896405,mercearia,Farinha de Trigo Branca,0.5,KG,1.69,3.38,€
589,7421842,mercearia,Snack para Bebé Flores de Lentilha e Milho +12M,0.02,KG,1.49,74.50,€
590,5297155,mercearia,Palmiers,0.15,KG,1.64,10.93,€
591,3854224,mercearia,Pão Ralado,0.3,KG,0.75,2.50,€
592,5578685,mercearia,Vinagre Balsâmico de Modena,0.5,LT,3.19,6.38,€
593,4107655,mercearia,Cápsulas de Café Qharacter Int 9,10.0,UN,3.49,0.35,€
594,7417740,mercearia,Saqueta de Fruta Maçã +12M,0.11,KG,0.84,7.64,€
595,3711417,mercearia,Bolachas Crackers sem Sal na Superfície,0.56,KG,3.19,5.70,€
596,4801489,mercearia,Sopa de Cebola,0.05,KG,1.19,23.80,€
597,6763565,mercearia,Cereais Crockers Recheio de Leite,0.375,KG,1.99,5.31,€
598,7522798,mercearia,Espargos Brancos,0.33,KG,1.99,9.71,€
599,4905303,mercearia,Polpa de Tomate,1.0,KG,1.79,1.79,€
600,7188280,mercearia,"Tortitas Vitalday de Arroz, Iogurte e Framboesa sem Glúten",0.112,KG,2.89,25.80,€
601,4769767,mercearia,Palmiers com Massa Folhada,4.0,KG,1.19,7.44,€
602,2965854,mercearia,Feijão Branco Cozido,0.82,KG,2.39,4.60,€
603,7723967,mercearia,Gelatina Pronta Morango,0.72,KG,3.85,5.35,€
604,2003973,mercearia,Massa Macarrão Riscado,0.5,KG,1.12,2.24,€
605,2015459,mercearia,Massa Cotovelinhos,0.5,KG,0.93,1.86,€
606,5037729,mercearia,Tortitas Mini de Milho Presunto Ibérico sem Glúten,0.07,KG,1.89,27.00,€
607,2004425,mercearia,Farinha de Trigo Super Fina com Fermento,1.0,KG,2.29,2.29,€
608,6533354,mercearia,Bolachas Marinheiras com Azeite Virgem Extra,0.2,KG,2.49,12.45,€
609,7453442,mercearia,Saqueta de Fruta Maçã Patrulha Pata +12M,0.1,KG,1.09,10.90,€
610,5893822,mercearia,Pastilhas Elásticas Spearmint,0.0825,KG,2.99,36.02,€
611,6751280,mercearia,Doce Morango,0.5,KG,6.64,13.28,€
612,6991392,mercearia,Puré Tropical Saqueta,0.1,KG,1.09,10.90,€
613,5223371,mercearia,Tostas com Tomate e Orégãos,0.1,KG,1.87,18.70,€
614,2410843,mercearia,Doce Pêssego,0.284,KG,4.39,15.46,€
615,2904490,mercearia,Mel de Rosmaninho,0.5,KG,5.89,11.78,€
616,5564279,mercearia,Patê com Pimenta Verde,0.055,KG,1.19,21.64,€
617,5605327,mercearia,Atum Filete ao Natural,0.2,KG,4.57,32.64,€
618,6194515,mercearia,Cápsulas de Café Descafeinado Ristretto Int 9,10.0,UN,3.39,0.34,€
619,5600355,mercearia,Salsichas de Peru Cuida-t+ Lata 8 un,0.35,KG,2.19,13.69,€
620,5893777,mercearia,Pastilhas Elásticas Morango,0.0825,KG,2.99,36.02,€
