,Old_index,Name,Amount,List_Price,Price_per_unit_of_measure,Currency,Store,Standardized_Category,Abbr_Category,Cabaz_product
865,880,"Doses Fruta Maçã, Cenoura, Tangerina e Banana Super Kids",3.0,1.83,5.55,€,continete,mercearia,MERC,20
869,884,Sardinha em Tomate Picante,0.12,0.89,10.47,€,continete,mercearia,MERC,13
872,887,Massa Esparguete,0.5,1.21,2.42,€,continete,mercearia,MERC,3
873,888,Atum em Azeite,0.385,2.82,11.28,€,continete,mercearia,MERC,12
875,890,Arroz Carolino Extra Longo,1.0,2.01,2.01,€,continete,mercearia,MERC,2
880,895,Grão de Bico,0.5,0.93,1.86,€,continete,mercearia,MERC,8
883,898,Massa Tagliatelle Nido,0.5,2.97,5.94,€,continete,mercearia,MERC,3
884,899,Massa Cotovelos Finos,0.5,1.5,3.00,€,continete,mercearia,MERC,3
890,905,Sardinha em Tomate,0.12,1.09,12.11,€,continete,mercearia,MERC,13
897,913,Leite Condensado Magro,0.397,1.49,3.75,€,continete,mercearia,MERC,0
906,922,Massa Tortiglioni,0.5,2.44,4.88,€,continete,mercearia,MERC,3
907,923,Massa Esparguete Nero Di Seppia,0.5,4.59,9.18,€,continete,mercearia,MERC,3
911,927,Massa Cotovelos,0.5,1.12,2.24,€,continete,mercearia,MERC,3
921,937,Polpa de Tomate,0.5,1.65,3.30,€,continete,mercearia,MERC,15
922,938,Tomate Frito,0.21,1.35,6.43,€,continete,mercearia,MERC,15
923,939,Grão de Bico Cozido sem Glúten,0.38,1.19,4.76,€,continete,mercearia,MERC,8
925,941,Tortitas de Arroz sem Sal sem Glúten,0.13,0.79,6.08,€,continete,mercearia,MERC,2
926,942,Arroz Thai Jasmim,1.0,1.62,1.62,€,continete,mercearia,MERC,2
927,943,"Saqueta de Fruta Ameixa, Cenoura, Pera e Beterraba +6M",0.085,0.89,10.47,€,continete,mercearia,MERC,20
932,949,Massa Fusilli,0.5,1.21,2.42,€,continete,mercearia,MERC,3
934,951,Feijão Manteiga,0.5,2.19,4.38,€,continete,mercearia,MERC,7
937,954,Doce Extra Tomate Light,0.34,1.69,4.97,€,continete,mercearia,MERC,15
940,957,Tostas com Azeite e Sal,0.1,1.87,18.70,€,continete,mercearia,MERC,5
941,958,Tostas de Trigo,0.225,0.83,3.69,€,continete,mercearia,MERC,5
944,961,Massa Farfalle,0.5,2.04,4.08,€,continete,mercearia,MERC,3
948,965,Massa Fusilli Tricolore,0.5,2.61,5.22,€,continete,mercearia,MERC,3
953,971,Bolachas Recheio de Leite Cobertura de Chocolate,0.15,1.49,9.93,€,continete,mercearia,MERC,0
956,974,Massa Mezze Penne Tricolor,0.5,3.1,6.20,€,continete,mercearia,MERC,3
958,977,Azeite Virgem Delicado,0.75,5.36,7.15,€,continete,mercearia,MERC,22
959,978,Snack de Chocolate de Leite,24.0,4.39,14.63,€,continete,mercearia,MERC,0
960,979,Tostas Rústicas 9 Cereais,0.24,2.31,9.63,€,continete,mercearia,MERC,5
965,984,Snack para Bebé Cenoura +10M,0.04,1.91,7.96,€,continete,mercearia,MERC,20
975,994,Arroz Risotto,0.5,1.27,2.54,€,continete,mercearia,MERC,2
978,997,Patê de Sardinha,0.075,1.96,26.13,€,continete,mercearia,MERC,13
982,1001,Tortitas de Arroz Integral com Chocolate Negro,0.13,2.75,21.15,€,continete,mercearia,MERC,2
984,1003,"Tortitas de Arroz Chocolate Branco, Limão e Coco",0.132,2.75,20.83,€,continete,mercearia,MERC,2
985,1004,Massa Esparguete,0.5,1.82,3.64,€,continete,mercearia,MERC,3
988,1007,Azeite Virgem Extra Cooperativa,0.75,4.7,6.27,€,continete,mercearia,MERC,22
989,1008,Azeite Virgem Extra,0.75,6.35,8.47,€,continete,mercearia,MERC,22
990,1009,Atum Filete em Azeite,0.12,2.25,26.79,€,continete,mercearia,MERC,12
992,1011,Massa Fusilli,0.5,1.97,3.94,€,continete,mercearia,MERC,3
995,1014,Feijão Vermelho,0.5,0.93,1.86,€,continete,mercearia,MERC,7
998,1017,Azeite Virgem Extra Superior,0.75,4.79,6.39,€,continete,mercearia,MERC,22
1001,1020,Bolachas Pequeno Almoço Cereais Leite,0.3,1.99,6.63,€,continete,mercearia,MERC,0
1008,1027,Hambúrguer de Atum,2.0,3.52,23.47,€,continete,mercearia,MERC,12
1012,1031,Sardinha em Azeite,0.12,0.99,11.65 ,€,continete,mercearia,MERC,13
1014,1033,Massa Esparguete Quadri,0.5,1.68,3.36,€,continete,mercearia,MERC,3
1016,1035,Massa Esparguete Integral,0.5,1.31,2.62,€,continete,mercearia,MERC,3
1025,1044,Massa Lasanha Sêmola,0.25,2.53,10.12,€,continete,mercearia,MERC,3
1027,1046,Arroz Thai Perfumado,0.5,1.13,2.26,€,continete,mercearia,MERC,2
1032,1051,Sardinha Inteira em Azeite Refinado,0.12,0.89,10.47,€,continete,mercearia,MERC,13
1033,1052,Massa Espirais com Vegetais,0.5,1.67,3.34,€,continete,mercearia,MERC,3
1036,1055,Patê de Sardinha,4.0,1.39,15.80,€,continete,mercearia,MERC,13
1045,1064,Bolachas Cobertas com Chocolate de  Leite,0.246,2.39,9.72,€,continete,mercearia,MERC,0
1046,1065,Bolachas Choco Biscuit Chocolate de Leite,0.15,2.65,17.67,€,continete,mercearia,MERC,0
1047,1066,Massa Cotovelos Grossos,0.5,0.93,1.86,€,continete,mercearia,MERC,3
1051,1070,Molho para Massa Bolonhesa,0.4,4.99,12.48,€,continete,mercearia,MERC,3
1055,1074,Polpa de Tomate,0.21,0.89,4.24,€,continete,mercearia,MERC,15
1060,1079,Atum ao Natural,0.385,2.59,9.59,€,continete,mercearia,MERC,12
1067,1086,Salsichas de Frango Cuida-t+ Frasco 4 un,0.43,2.99,14.24,€,continete,mercearia,MERC,10
1072,1091,Sardinha sem Pele e sem Espinha em Tomate,0.12,1.69,19.88,€,continete,mercearia,MERC,13
1076,1095,Bolachas Digestivas com Chocolate de Leite,0.1998,2.89,14.52,€,continete,mercearia,MERC,0
1079,1098,Sardinha em Tomate Picante,0.12,1.42,18.21,€,continete,mercearia,MERC,13
1082,1101,Arroz Longo Comum,1.0,1.02,1.02,€,continete,mercearia,MERC,2
1088,1107,Atum em Óleo,0.12,1.88,21.86,€,continete,mercearia,MERC,12
1089,1108,Sardinha sem Pele e sem Espinhas em Azeite Virgem Extra,0.12,2.8,33.33,€,continete,mercearia,MERC,13
1092,1111,Tortitas de Arroz Chocolate Negro,0.093,2.75,29.57,€,continete,mercearia,MERC,2
1099,1120,Grão de Bico,0.5,1.53,3.06,€,continete,mercearia,MERC,8
1105,1126,Tostas de Trigo,0.75,2.25,3.00,€,continete,mercearia,MERC,5
1109,1130,Feijão Branco Cozido,3.0,3.79,10.11,€,continete,mercearia,MERC,7
1110,1131,Massa Fusilli Tricolor,0.5,2.82,5.64,€,continete,mercearia,MERC,3
1122,1143,Patê de Atum em Escabeche,0.075,1.96,26.13,€,continete,mercearia,MERC,12
1125,1146,Massa Pennette Integral,0.5,3.1,6.20,€,continete,mercearia,MERC,3
1131,1152,Patê de Atum,0.125,1.29,10.32,€,continete,mercearia,MERC,12
1132,1153,Leite Infantil +3A,4.0,1.75,2.19,€,continete,mercearia,MERC,0
1133,1154,Massa Instantânea Chinesa de Caril,0.085,0.83,9.76,€,continete,mercearia,MERC,3
1135,1156,Mini Tostas de Trigo,0.35,2.25,6.43,€,continete,mercearia,MERC,5
1137,1158,Sardinha em Tomate Picante,0.125,1.04,8.32,€,continete,mercearia,MERC,13
1138,1159,Snack para Bebé Ervilha e Queijo +8M,0.02,1.19,59.50,€,continete,mercearia,MERC,1
1142,1163,Polpa de Tomate com Manjericão e Oregãos,0.5,1.29,2.58,€,continete,mercearia,MERC,15
1151,1173,Tablete de Chocolate de Leite Extrafino com Amêndoa sem Glúten,0.27,4.25,15.74,€,continete,mercearia,MERC,0
1156,1178,Massa Espirais Fusilli Molde Bronze,0.5,1.74,3.48,€,continete,mercearia,MERC,3
1158,1180,Bolachas Chocolate e Leite,0.075,1.69,22.53,€,continete,mercearia,MERC,0
1163,1185,Massa Noodles Wok,0.25,1.87,7.48,€,continete,mercearia,MERC,3
1165,1187,Filetes de Anchovas em Azeite,0.08,2.82,68.78,€,continete,mercearia,MERC,22
1167,1189,Atum Posta em Azeite,0.12,1.64,21.03,€,continete,mercearia,MERC,12
1168,1190,Massa Tagliatelle Ninhos com Ovo,0.5,2.59,5.18,€,continete,mercearia,MERC,3
1177,1199,Tablete de Chocolate de Leite com Avelãs Inteiras,0.27,4.39,16.26,€,continete,mercearia,MERC,0
1189,1211,Caldo para Arroz Cubos,24.0,4.99,20.79,€,continete,mercearia,MERC,2
1190,1212,Tablete de Chocolate de Leite com Pepitas de Caramelo e Flor de Sal,0.1,1.49,14.90,€,continete,mercearia,MERC,0
1197,1219,"Puré Maçã, Cenoura e Abóbora Saqueta",0.1,1.09,10.90,€,continete,mercearia,MERC,20
1206,1228,Molho para Massa Napolitana sem Glúten,0.4,4.69,11.73,€,continete,mercearia,MERC,3
1208,1231,Bolo de Leite,0.28,3.99,14.25,€,continete,mercearia,MERC,0
1216,1239,Feijão Frade Cozido,0.82,2.39,4.60,€,continete,mercearia,MERC,7
1220,1243,Ervilhas Cozidas sem Glúten,0.42,0.79,3.04,€,continete,mercearia,MERC,9
1225,1248,Snack de Chocolate de Leite Lion,3.0,2.69,21.35,€,continete,mercearia,MERC,0
1228,1251,Cavala Inteira em Tomate,0.12,0.89,9.89,€,continete,mercearia,MERC,14
1234,1257,Arroz Integral Extra Longo,1.0,1.4,1.40,€,continete,mercearia,MERC,2
1236,1259,Marmelada,0.5,4.49,8.98,€,continete,mercearia,MERC,24
1237,1260,Snack para Bebé Fruta e Vegetais +8M,0.02,1.19,59.50,€,continete,mercearia,MERC,16
1244,1267,Massa Radiatori,0.5,1.97,3.94,€,continete,mercearia,MERC,3
1251,1274,Massa Tagliatelle Nido,0.5,3.08,6.16,€,continete,mercearia,MERC,3
1257,1280,Leite Condensado Cozido,0.385,1.79,4.65,€,continete,mercearia,MERC,0
1260,1283,Arroz Integral Pronto a Comer sem Glúten,2.0,1.45,5.80,€,continete,mercearia,MERC,2
1266,1289,Alimento Lácteo Manga e Kiwi com Leite de Coco +6M,4.0,3.75,10.42,€,continete,mercearia,MERC,0
1268,1291,Cereais de Arroz Tufado com Chocolate,0.375,1.79,4.77,€,continete,mercearia,MERC,2
1271,1294,Pão Tostado,0.415,3.1,€7.47, ,continete,mercearia,MERC,5
1272,1295,Filete de Cavala em Azeite,0.12,1.74,19.33,€,continete,mercearia,MERC,14
1275,1298,Bolachas Tostadas Diet Nature,0.4,3.19,7.98,€,continete,mercearia,MERC,5
1281,1304,Bolacha Chocolate Recheio Leite,0.235,1.89,8.04,€,continete,mercearia,MERC,0
1282,1305,Leite de Coco Light,0.4,2.99,7.48,€,continete,mercearia,MERC,0
1286,1309,Massa Instantânea Chinesa de Camarão,0.085,0.83,9.76,€,continete,mercearia,MERC,3
1290,1313,Arroz Carolino Malandrinho,1.0,1.69,1.69,€,continete,mercearia,MERC,2
1296,1319,Ervilhas e Cenouras sem Glúten,0.6,3.89,9.97,€,continete,mercearia,MERC,9
1300,1323,Massa Esparguete sem Glúten,0.4,2.91,7.28,€,continete,mercearia,MERC,3
1301,1324,Ervilhas Cozidas Lata sem Glúten,0.85,1.39,2.67,€,continete,mercearia,MERC,9
1306,1329,Massa Penne Integral,0.5,2.5,5.00,€,continete,mercearia,MERC,3
1313,1336,Tomate em Pedaços,0.38,0.79,2.08,€,continete,mercearia,MERC,15
1319,1342,Tablete Chocolate Leite Crunchie Bits,0.18,3.99,22.17,€,continete,mercearia,MERC,0
1321,1344,Massa Lírios,0.5,1.5,3.00,€,continete,mercearia,MERC,3
1322,1345,Petingas em Azeite,0.09,2.25,34.62,€,continete,mercearia,MERC,22
1325,1348,Azeitona Verde com Queijo,0.15,3.99,26.60,€,continete,mercearia,MERC,1
1328,1351,Massa Ninhos com Ovos,0.5,1.87,3.74,€,continete,mercearia,MERC,3
1337,1360,Tablete de Chocolate de Leite com Passas e Avelã,0.2,1.79,8.95,€,continete,mercearia,MERC,0
1342,1365,Tortitas Vitalday de Arroz Integral Chocolate Negro,0.105,2.44,23.24 ,€,continete,mercearia,MERC,2
1350,1373,Tortitas de Arroz Integral com Sal sem Glúten,0.13,0.79,6.08,€,continete,mercearia,MERC,2
1353,1376,Massa Instantânea Masala,0.085,0.83,9.76,€,continete,mercearia,MERC,3
1355,1378,Feijão Encarnado Cozido,0.56,1.99,4.98,€,continete,mercearia,MERC,7
1360,1383,Massa Macarronete Riscado,0.5,1.12,2.24,€,continete,mercearia,MERC,3
1362,1385,Tomate Triturado,0.5,1.09,2.18,€,continete,mercearia,MERC,15
1365,1388,Azeite Virgem Extra Ouro,0.75,6.78,9.04,€,continete,mercearia,MERC,22
1368,1391,Tomate Triturado,0.4,1.99,4.98,€,continete,mercearia,MERC,15
1378,1401,Azeite Virgem Extra Clássico Selecionado,0.5,3.76,7.52,€,continete,mercearia,MERC,22
1381,1404,Sardinha Inteira em Óleo,0.12,0.79,9.29,€,continete,mercearia,MERC,13
1388,1411,Marmelada,0.45,1.49,3.31,€,continete,mercearia,MERC,24
1390,1413,Alimento Lácteo Maçã e Ananás com Leite de Coco +6M,4.0,3.75,10.42,€,continete,mercearia,MERC,0
1392,1415,Bacalhau com Azeite e Alho,0.129,2.69,31.65,€,continete,mercearia,MERC,22
1394,1417,Feijão Vermelho,0.5,1.86,3.72,€,continete,mercearia,MERC,7
1404,1427,Azeite Virgem Extra,0.5,3.76,7.52,€,continete,mercearia,MERC,22
1405,1428,Massa Linguine Alentejo,0.5,1.1,2.20,€,continete,mercearia,MERC,3
1406,1429,Bolachas com Cobertura Chocolate Leite Finas,0.15,2.69,17.93,€,continete,mercearia,MERC,0
1407,1430,Massa Macarrão Penne Integral com Aveia,0.5,1.78,3.56,€,continete,mercearia,MERC,3
1410,1433,Tablete Chocolate Leite Dairy,0.18,3.99,22.17,€,continete,mercearia,MERC,0
1414,1437,Ventresca de Atum em Azeite,0.12,2.44,28.71,€,continete,mercearia,MERC,12
1426,1449,Azeite Pet,0.75,4.89,6.52,€,continete,mercearia,MERC,22
1427,1450,Sardinha em Tomate,0.12,1.42,18.21,€,continete,mercearia,MERC,13
1429,1452,Cápsulas de Café com Leite Galão,16.0,5.19,0.32,€,continete,mercearia,MERC,0
1441,1464,Arroz Aromático,0.5,1.26,2.52,€,continete,mercearia,MERC,2
1447,1470,Massa Linguine,0.5,0.87,1.74,€,continete,mercearia,MERC,3
1455,1478,Bolachas Crackers Sementes e Azeite,0.185,2.29,12.72,€,continete,mercearia,MERC,22
1458,1481,Nachos de Milho Sabor a Queijo,0.15,1.19,7.93,€,continete,mercearia,MERC,1
1463,1486,"Refeição para Bebé Legumes, Frango e Arroz +6M",0.19,1.99,10.47,€,continete,mercearia,MERC,2
1464,1487,"Polpa de Tomate, Tomilho e Alecrim",0.5,2.39,4.78,€,continete,mercearia,MERC,15
1470,1493,Massa Margaridas com Vegetais,0.5,1.87,3.74,€,continete,mercearia,MERC,3
1473,1496,Tablete de Chocolate Leite Choco & Wafer,0.27,4.39,16.26,€,continete,mercearia,MERC,0
1492,1515,Passata de Tomate,0.4,2.29,5.73,€,continete,mercearia,MERC,15
1493,1516,Marmelada Extra,0.4,1.84,4.60,€,continete,mercearia,MERC,24
1494,1517,Croutons com Tomate e Orégãos,0.075,1.4,18.67,€,continete,mercearia,MERC,15
1496,1519,Atum Posta em Azeite,0.12,1.4,17.95,€,continete,mercearia,MERC,12
1500,1523,Palitos de Chocolate de Leite,0.15,1.59,10.60 ,€,continete,mercearia,MERC,0
1502,1525,Leite de Coco,0.165,1.52,9.21,€,continete,mercearia,MERC,0
1504,1528,Gressinos com Azeite,2.0,1.99,7.96,€,continete,mercearia,MERC,22
1517,1541,Refeição para Bebé Feijão e Quinoa +8M,0.19,2.18,11.47,€,continete,mercearia,MERC,7
1524,1548,Polvo e Pota com Molho Tomate,0.12,1.29,17.92,€,continete,mercearia,MERC,15
1530,1554,Massa Esparguete sem Glúten,0.5,2.53,5.06,€,continete,mercearia,MERC,3
1532,1556,Massa Instantânea Chinesa de Tomate,0.085,0.83,9.76,€,continete,mercearia,MERC,3
1534,1558,Massa Búzios,0.5,1.12,2.24,€,continete,mercearia,MERC,3
1540,1564,Massa Lasanha com Ovo,0.5,1.4,2.80,€,continete,mercearia,MERC,3
1541,1565,Anchovas com Azeite Virgem Extra,0.1,4.39,43.90,€,continete,mercearia,MERC,22
1542,1566,Arroz de Cenoura Pronto a Comer sem Glúten,2.0,1.45,5.80,€,continete,mercearia,MERC,2
1545,1569,Massa Talharim,0.5,1.74,3.48,€,continete,mercearia,MERC,3
1547,1571,Crackers Queijo Cheddar,0.25,3.29,13.16,€,continete,mercearia,MERC,1
1549,1573,Patê de Atum,0.065,0.79,12.15,€,continete,mercearia,MERC,12
1554,1578,Tablete de Chocolate de Leite com Ananás,0.1,1.69,16.90,€,continete,mercearia,MERC,0
1558,1582,Barras de Cereais Multicereais Chocolate de Leite Sarialis sem Glúten,0.12,3.71,47.56 ,€,continete,mercearia,MERC,0
1559,1583,Massa Tagliatelle Ninhos,0.5,1.73,3.46,€,continete,mercearia,MERC,3
1565,1589,Morango Desidratado com Chocolate de Leite,0.025,1.19,47.60,€,continete,mercearia,MERC,0
1566,1590,Feijão Preto Cozido,0.41,1.39,5.35,€,continete,mercearia,MERC,7
1570,1594,Massa Lírios Tricolor,0.5,1.21,2.42,€,continete,mercearia,MERC,3
1572,1596,Bolachas Mini Estrelas Chocolate de Leite,0.187,2.65,14.17,€,continete,mercearia,MERC,0
1576,1600,Tablete Chocolate de Leite Aroma de Ananás sem Glúten,0.02,0.69,34.50,€,continete,mercearia,MERC,0
1577,1601,Bolachas Cracker Sabor a Queijo,0.1,1.34,13.40,€,continete,mercearia,MERC,1
1581,1605,Tablete de Chocolate de Leite com Amêndoa,0.1,0.79,7.90,€,continete,mercearia,MERC,0
1582,1606,Tortitas de Arroz Integral com Iogurte,0.13,2.75,21.15,€,continete,mercearia,MERC,2
1585,1609,Leite em Pó de Crescimento 5 +24M sem Glúten,0.75,10.59,14.12,€,continete,mercearia,MERC,0
1586,1610,Polpa de Tomate e Coentros,0.5,2.39,4.78,€,continete,mercearia,MERC,15
1594,1618,Bolo Ciao de Leite,0.35,2.99,8.54,€,continete,mercearia,MERC,0
1597,1621,"Saqueta de Fruta Maçã, Banana e Cenoura +4M",0.1,1.08,10.80,€,continete,mercearia,MERC,20
1598,1622,Massa Espirais Fusilli com Vegetais Tricolor,0.5,1.3,2.60,€,continete,mercearia,MERC,3
1607,1631,Bolacha Maria,0.6,3.29,5.48,€,continete,mercearia,MERC,6
1611,1635,Massa Fusilli,0.5,2.04,4.08,€,continete,mercearia,MERC,3
1619,1643,Leite em Pó de Transição Optipro 3 +12M,0.8,13.99,17.49,€,continete,mercearia,MERC,0
1623,1647,Alimento Lácteo Cereais e Bolacha Maria +6M,4.0,2.79,6.97,€,continete,mercearia,MERC,6
1625,1649,Maionese com Azeite em Vidro,0.45,3.24,7.20,€,continete,mercearia,MERC,22
1626,1650,Azeite Virgem Versátil Pet,0.75,4.99,6.65,€,continete,mercearia,MERC,22
1627,1651,Feijão Preto,0.5,0.99,1.98,€,continete,mercearia,MERC,7
1633,1658,Amendoim Tostado no Forno com Sal e Mel,0.15,1.81,12.07,€,continete,mercearia,MERC,5
1636,1661,Galetes de Arroz com Sal Finíssimas sem Glúten,0.13,1.39,10.69,€,continete,mercearia,MERC,2
1637,1662,Cones de Milho Sabor Queijo e Bacon,0.13,0.99,7.62,€,continete,mercearia,MERC,1
1646,1671,Leite de Coco,0.4,1.99,4.98,€,continete,mercearia,MERC,0
1651,1676,Tortitas de Arroz sem Glúten,0.13,0.99,7.62,€,continete,mercearia,MERC,2
1654,1679,Arroz Branco,1.0,4.48,4.48,€,continete,mercearia,MERC,2
1659,1684,Massa Spaghettoni Nº 7,0.5,1.68,3.36,€,continete,mercearia,MERC,3
1671,1696,Snacks Milho Rolitos Queijo,0.1,1.99,19.90,€,continete,mercearia,MERC,1
1674,1699,Massa Esparguete,0.5,1.97,3.94,€,continete,mercearia,MERC,3
1676,1701,Massa Cotovelos Grossos,0.5,1.12,2.24,€,continete,mercearia,MERC,3
1681,1706,Massa Laços Integral,0.5,1.31,2.62,€,continete,mercearia,MERC,3
1683,1708,Massas Laços Alentejo,0.5,1.08,2.16,€,continete,mercearia,MERC,3
1685,1710,Snacks Palitos de Queijo,0.1,0.99,9.90,€,continete,mercearia,MERC,1
1694,1719,Sardinha em Óleo Picante,0.12,0.79,9.29,€,continete,mercearia,MERC,13
1702,1727,Bolachas de Cereais com Leite,0.3,2.99,9.97,€,continete,mercearia,MERC,0
1705,1730,Tablete de Chocolate de Leite,0.1,1.39,13.90,€,continete,mercearia,MERC,0
1707,1732,Condimento Azeite Virgem Extra Aroma Manjericão,0.25,2.82,11.28,€,continete,mercearia,MERC,22
1708,1733,Massa Lasanha com Ovo,0.5,2.44,4.88,€,continete,mercearia,MERC,3
1713,1738,Patê de Frango sem Glúten,0.075,1.84,24.53,€,continete,mercearia,MERC,10
1717,1742,Arroz Basmati,1.0,2.82,2.82,€,continete,mercearia,MERC,2
1718,1743,Leite de Coco Light,0.165,1.72,10.42,€,continete,mercearia,MERC,0
1720,1745,Arroz Carolino Pack Poupança,5.0,6.59,1.32,€,continete,mercearia,MERC,2
1723,1748,Bolachas com Cobertura de Chocolate de Leite,0.128,1.89,14.77,€,continete,mercearia,MERC,0
1736,1761,Massa Linguine,0.5,1.21,2.42,€,continete,mercearia,MERC,3
1746,1771,Tortitas de Arroz sem Sal,0.13,1.99,15.31,€,continete,mercearia,MERC,2
1754,1779,Leite de Coco,0.4,2.99,7.48,€,continete,mercearia,MERC,0
1759,1784,Feijão Manteiga,0.58,0.89,2.23,€,continete,mercearia,MERC,7
1763,1788,Feijão Branco,0.5,0.99,1.98,€,continete,mercearia,MERC,7
1769,1794,Massa Tripoline,0.55,2.72,5.44,€,continete,mercearia,MERC,3
1772,1797,Azeite Virgem Extra Seleção Verde,0.75,6.21,8.28,€,continete,mercearia,MERC,22
1783,1808,Massa Esparguete Tinta de Choco,0.5,2.16,4.32,€,continete,mercearia,MERC,3
1784,1809,Massa Linguine com Tinta de Choco Al Nero di Seppia,0.5,2.72,5.44,€,continete,mercearia,MERC,3
1789,1814,Tablete de Chocolate Leite,0.125,2.99,23.92,€,continete,mercearia,MERC,0
1800,1825,Snack de Arroz e Alecrim sem Glúten,0.04,1.69,42.25,€,continete,mercearia,MERC,2
1801,1826,Massa de Pimentão sem Glúten,0.2,0.85,4.25,€,continete,mercearia,MERC,3
1802,1827,Croutons com Queijo e Sésamo,0.075,1.69,22.53,€,continete,mercearia,MERC,1
1804,1829,Bolachas de Chocolate Tosta Rica Oceanix,0.16,2.09,13.06,€,continete,mercearia,MERC,5
1808,1833,Arroz Agulha Integral,1.0,1.5,1.50,€,continete,mercearia,MERC,2
1809,1834,Massa Fusilli Trofie,0.5,3.1,6.20,€,continete,mercearia,MERC,3
1812,1837,Massa Linguine com Vegetais Tricolor,0.5,1.3,2.60,€,continete,mercearia,MERC,3
1821,1847,Azeite Virgem Extra DOP Moura,0.75,5.17,6.89,€,continete,mercearia,MERC,22
1829,1855,Snack de Chocolate de Leite,0.2,1.89,9.45,€,continete,mercearia,MERC,0
1830,1856,Tablete de Chocolate de Leite com Avelã,0.1,0.99,9.90,€,continete,mercearia,MERC,0
1832,1858,Nestum Arroz Zero +3A sem Glúten,0.25,3.06,12.24,€,continete,mercearia,MERC,2
1845,1871,Salsichas de Frango Frankfurt,0.14,1.39,9.93,€,continete,mercearia,MERC,10
1848,1874,Massa Esparguete,0.5,2.25,4.50,€,continete,mercearia,MERC,3
1850,1876,"Infantil Farinha Láctea Aveia, Maçã, Abóbora e Cenoura +6M",0.25,2.69,10.76,€,continete,mercearia,MERC,20
1852,1878,Filete de Cavala ao Natural,0.12,1.39,15.44,€,continete,mercearia,MERC,14
1858,1884,Sardinha em Tomate,0.125,1.04,8.32,€,continete,mercearia,MERC,13
1859,1885,"Boião de Fruta Pera, Banana e Cenoura +4M",0.12,1.19,9.92,€,continete,mercearia,MERC,20
1863,1889,Patê de Atum,0.088,1.39,15.80,€,continete,mercearia,MERC,12
1865,1891,Tortitas de Arroz e Quinoa Vermelha sem Glúten,0.13,1.29,9.92,€,continete,mercearia,MERC,2
